"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT3G62210",0,NA,NA,NA,NA,NA
"AT3G62220",0,NA,NA,NA,NA,NA
"AT3G62230",0,NA,NA,NA,NA,NA
"AT3G62240",0.0589030955106541,0.290720183921971,3.72499673437046,0.0780457553799987,0.937791656434742,NA
"AT3G62245",0,NA,NA,NA,NA,NA
"AT3G62250",0.0552031378514484,0.290720183921971,3.72499673437046,0.0780457553799986,0.937791656434742,NA
"AT3G62260",0,NA,NA,NA,NA,NA
"AT3G62270",0,NA,NA,NA,NA,NA
"AT3G62280",0,NA,NA,NA,NA,NA
"AT3G62285",0,NA,NA,NA,NA,NA
"AT3G62290",0.116057983816992,-0.190174826641156,3.72499673437046,-0.0510536894935819,0.959282738264958,NA
"AT3G62300",0,NA,NA,NA,NA,NA
"AT3G62310",0,NA,NA,NA,NA,NA
"AT3G62320",0,NA,NA,NA,NA,NA
"AT3G62330",0,NA,NA,NA,NA,NA
"AT3G09765",0,NA,NA,NA,NA,NA
"AT3G62340",0,NA,NA,NA,NA,NA
"AT3G62350",0,NA,NA,NA,NA,NA
"AT3G62360",0.0923744796876353,0.290720183921971,3.72499673437046,0.0780457553799986,0.937791656434742,NA
"AT3G62370",0.28579129359655,2.16616235027579,3.68129639823729,0.588423782261328,0.556247878570445,1
"AT3G62380",0,NA,NA,NA,NA,NA
"AT3G62390",0,NA,NA,NA,NA,NA
"AT3G62400",0,NA,NA,NA,NA,NA
"AT3G62410",0.122613667618552,0,3.72499673437046,0,1,1
"AT3G62420",0.0596032229863047,-0.671069837204284,3.72499673437046,-0.180153134367163,0.85703234973502,NA
"AT3G62430",0,NA,NA,NA,NA,NA
"AT3G62440",0,NA,NA,NA,NA,NA
"AT3G62450",0,NA,NA,NA,NA,NA
